suburb,state,postcode,seed_priority,market_tier,confidence,why_included,research_basis,source_url,in_original_file
Bundaberg,QLD,4670,P3,regional_or_secondary_business_hub,low,Regional city centre or secondary suburban commercial node,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
Cairns,QLD,4870,P3,regional_or_secondary_business_hub,medium,Regional city centre or secondary suburban commercial node,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
Caloundra,QLD,4551,P3,regional_or_secondary_business_hub,low,Regional city centre or secondary suburban commercial node,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
Eight Mile Plains,QLD,4113,P3,regional_or_secondary_business_hub,low,Regional city centre or secondary suburban commercial node,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
Indooroopilly,QLD,4068,P3,regional_or_secondary_business_hub,low,Regional city centre or secondary suburban commercial node,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
Loganholme,QLD,4129,P3,regional_or_secondary_business_hub,low,Regional city centre or secondary suburban commercial node,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
Mackay,QLD,4740,P3,regional_or_secondary_business_hub,medium,Regional city centre or secondary suburban commercial node,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
Newstead,QLD,4006,P3,regional_or_secondary_business_hub,low,Regional city centre or secondary suburban commercial node,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
Noosa Heads,QLD,4567,P3,regional_or_secondary_business_hub,low,Regional city centre or secondary suburban commercial node,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
North Lakes,QLD,4509,P3,regional_or_secondary_business_hub,low,Regional city centre or secondary suburban commercial node,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
Rockhampton,QLD,4700,P3,regional_or_secondary_business_hub,medium,Regional city centre or secondary suburban commercial node,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
South Brisbane,QLD,4101,P3,regional_or_secondary_business_hub,low,Regional city centre or secondary suburban commercial node,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
Spring Hill,QLD,4000,P3,regional_or_secondary_business_hub,low,Regional city centre or secondary suburban commercial node,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
Sunnybank,QLD,4109,P3,regional_or_secondary_business_hub,low,Regional city centre or secondary suburban commercial node,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
Surfers Paradise,QLD,4217,P3,regional_or_secondary_business_hub,low,Regional city centre or secondary suburban commercial node,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
Teneriffe,QLD,4005,P3,regional_or_secondary_business_hub,low,Regional city centre or secondary suburban commercial node,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
Toowoomba,QLD,4350,P3,regional_or_secondary_business_hub,medium,Regional city centre or secondary suburban commercial node,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
Townsville,QLD,4810,P3,regional_or_secondary_business_hub,medium,Regional city centre or secondary suburban commercial node,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
Varsity Lakes,QLD,4227,P3,regional_or_secondary_business_hub,low,Regional city centre or secondary suburban commercial node,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
West End,QLD,4101,P3,regional_or_secondary_business_hub,low,Regional city centre or secondary suburban commercial node,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
Woolloongabba,QLD,4102,P3,regional_or_secondary_business_hub,low,Regional city centre or secondary suburban commercial node,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
Perth,WA,6000,P1,capital_cbd_or_professional_office_hub,high,Capital-city CBD or professional-body office hub,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,TRUE
West Perth,WA,6005,P1,capital_cbd_or_professional_office_hub,high,Capital-city CBD or professional-body office hub,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
Fremantle,WA,6160,P2,metro_commercial_cluster,medium,"Known metro business, advisory or office cluster","Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
Joondalup,WA,6027,P2,metro_commercial_cluster,medium,"Known metro business, advisory or office cluster","Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
Osborne Park,WA,6017,P2,metro_commercial_cluster,medium,"Known metro business, advisory or office cluster","Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
Subiaco,WA,6008,P2,metro_commercial_cluster,medium,"Known metro business, advisory or office cluster","Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
Albany,WA,6330,P3,regional_or_secondary_business_hub,medium,Regional city centre or secondary suburban commercial node,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
Bunbury,WA,6230,P3,regional_or_secondary_business_hub,medium,Regional city centre or secondary suburban commercial node,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
Cannington,WA,6107,P3,regional_or_secondary_business_hub,low,Regional city centre or secondary suburban commercial node,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
East Perth,WA,6004,P3,regional_or_secondary_business_hub,low,Regional city centre or secondary suburban commercial node,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
Geraldton,WA,6530,P3,regional_or_secondary_business_hub,medium,Regional city centre or secondary suburban commercial node,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
Kalgoorlie,WA,6430,P3,regional_or_secondary_business_hub,low,Regional city centre or secondary suburban commercial node,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
Leederville,WA,6007,P3,regional_or_secondary_business_hub,low,Regional city centre or secondary suburban commercial node,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
Mandurah,WA,6210,P3,regional_or_secondary_business_hub,low,Regional city centre or secondary suburban commercial node,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
Nedlands,WA,6009,P3,regional_or_secondary_business_hub,low,Regional city centre or secondary suburban commercial node,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
Wangara,WA,6065,P3,regional_or_secondary_business_hub,low,Regional city centre or secondary suburban commercial node,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
Welshpool,WA,6106,P3,regional_or_secondary_business_hub,low,Regional city centre or secondary suburban commercial node,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
Adelaide,SA,5000,P1,capital_cbd_or_professional_office_hub,high,Capital-city CBD or professional-body office hub,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,TRUE
North Adelaide,SA,5006,P2,metro_commercial_cluster,medium,"Known metro business, advisory or office cluster","Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
Norwood,SA,5067,P2,metro_commercial_cluster,medium,"Known metro business, advisory or office cluster","Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
Unley,SA,5061,P2,metro_commercial_cluster,medium,"Known metro business, advisory or office cluster","Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
Edwardstown,SA,5039,P3,regional_or_secondary_business_hub,low,Regional city centre or secondary suburban commercial node,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
Glenelg,SA,5045,P3,regional_or_secondary_business_hub,low,Regional city centre or secondary suburban commercial node,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
Kent Town,SA,5067,P3,regional_or_secondary_business_hub,low,Regional city centre or secondary suburban commercial node,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
Mawson Lakes,SA,5095,P3,regional_or_secondary_business_hub,low,Regional city centre or secondary suburban commercial node,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
